id,communique,libelle_poste,libelle_emploi_rome,code_emploi_rome,numero,date_mis_en_ligne,libelle_collectivite,libelle_corps_grade,libelle_corps_grade_2,libelle_domaine,libelle_domaine_2,duree_residence_exigee,date_a_pourvoir,date_a_pourvoir_libelle,direction_libelle,direction_acronyme,service_libelle,lieu_travail,date_creation,date_cloture,presentation,emploi_resp,mission,activites_principales,activites_secondaires,conditions_particulieres,savoir,savoir_faire,comportements,commentaire_republication,contact,contact_telephone,contact_email,contact_secondaire,contact_secondaire_telephone,contact_secondaire_email,collectivite_nom_rh,collectivite_adresse_depot,collectivite_adresse_postale,collectivite_email,statut,nb_postes_a_pourvoir,a_pourvoir_autre,url_pdf,ville,direction_interne_acronyme,direction_interne,service_acronyme,service,disponible_immediatement
63734,0,Administrateur des pratiques métiers - section applications et pratiques métiers,HORS_ROME,,26-0690,2026-05-07,Office des postes et télécommunications,cadre d'exploitation,contrôleur,,,,,SUSCEPTIBLE_VACANT,Office des postes et télécommunications,OPT,,,2026-05-05 10:08:54+11:00,2026-05-28,,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/60e51e47713579732ce575c556125c7d/download/,Nouméa,DPSP,Direction de la Poste et des Services de Proximité,,,False
63927,0,Assistant commercial Pro et Revendeurs - Agence entreprises,HORS_ROME,,26-0641,2026-05-14,Office des postes et télécommunications,contrôleur,agent d'exploitation,,,,,SUSCEPTIBLE_VACANT,Office des postes et télécommunications,OPT,,,2026-05-13 12:54:20+11:00,2026-06-04,,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/ea72fc6a73c10516a38fb4283f05a728/download/,,DT,Direction des Télécommunications,,,False
63718,0,Chef(fe) de section expérience commerciale - Service expérience client,HORS_ROME,,26-0674,2026-05-07,Office des postes et télécommunications,cadre d'exploitation,,,,,,IMMEDIATEMENT,Office des postes et télécommunications,OPT,,,2026-05-05 09:37:31+11:00,2026-05-28,,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/72dc9702fec70e5de6ae91def4b6ca7d/download/,Nouméa,DPSP,Direction de la Poste et des Services de Proximité,,,True
63719,0,Directeur(trice) adjoint(e) relations clients - pôle opérationnel,HORS_ROME,,26-0675,2026-05-07,Office des postes et télécommunications,emploi fonctionnel,,,,,,IMMEDIATEMENT,Office des postes et télécommunications,OPT,,,2026-05-05 09:39:06+11:00,2026-05-28,,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/ea8867dc80a7731127d238eb603c6e81/download/,Nouméa,DPSP,Direction de la Poste et des Services de Proximité,,,True
63721,0,Chef(fe) de service expérience client - service expérience client,HORS_ROME,,26-0677,2026-05-07,Office des postes et télécommunications,cadre d'exploitation,,,,,,IMMEDIATEMENT,Office des postes et télécommunications,OPT,,,2026-05-05 09:41:44+11:00,2026-05-28,,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/b7d87ca4a8ed288bb9da1d14d9e31900/download/,Nouméa,DPSP,Direction de la Poste et des Services de Proximité,,,True
63765,0,Consultant fonctionnel - SMQP,HORS_ROME,,26-0703,2026-05-07,Office des postes et télécommunications,cadre technique,,,,,,IMMEDIATEMENT,Office des postes et télécommunications,OPT,,,2026-05-06 11:13:02+11:00,2026-05-28,,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/663c6ac3707193bffcfc786c3bd1dd1b/download/,Nouméa,DT,Direction des Télécommunications,SMQP,Service Management Qualité et Performance,True
63723,0,Assistant(e) Ressources Humaines études et projets -Section appui stratégique,HORS_ROME,,26-0679,2026-05-07,Office des postes et télécommunications,contrôleur,,,,,,SUSCEPTIBLE_VACANT,Office des postes et télécommunications,OPT,,,2026-05-05 09:45:32+11:00,2026-05-28,,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/1a28affa4ab4cce7e61bc586b48be681/download/,Nouméa,DPSP,Direction de la Poste et des Services de Proximité,,,False
63731,0,Chef(fe) de service support métiers,HORS_ROME,,26-0687,2026-05-07,Office des postes et télécommunications,cadre d'exploitation,,,,,,SUSCEPTIBLE_VACANT,Office des postes et télécommunications,OPT,,,2026-05-05 10:03:55+11:00,2026-05-28,,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/ae05306e02d1e2fc0aa99f1807ffb447/download/,Nouméa,DPSP,Direction de la Poste et des Services de Proximité,,,False
63722,0,Directeur(trice),HORS_ROME,,26-0678,2026-05-07,Office des postes et télécommunications,emploi fonctionnel,,,,,,SUSCEPTIBLE_VACANT,Office des postes et télécommunications,OPT,,,2026-05-05 09:43:22+11:00,2026-05-28,,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/84717a3117f23e088a30bf7045f280e8/download/,Nouméa,DPSP,Direction de la Poste et des Services de Proximité,,,False
63836,0,Responsable produit Télécoms - SMC,HORS_ROME,,26-0715,2026-05-07,Office des postes et télécommunications,cadre d'exploitation,,,,,,SUSCEPTIBLE_VACANT,Office des postes et télécommunications,OPT,,,2026-05-07 07:35:49+11:00,2026-05-28,,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/3fbd9fa9f786ac8d4a8b9d9676fba362/download/,Nouméa,DT,Direction des Télécommunications,SMC,Service Marketing et Communication,False
63716,0,Directeur(trice) adjoint(e) expérience client -pôle fonctionnel,HORS_ROME,,26-0672,2026-05-07,Office des postes et télécommunications,emploi fonctionnel,,,,,,SUSCEPTIBLE_VACANT,Office des postes et télécommunications,OPT,,,2026-05-05 09:33:53+11:00,2026-05-28,,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/b4f556b149b543de0eca299c6848adde/download/,Nouméa,DPSP,Direction de la Poste et des Services de Proximité,,,False
63928,0,Chargé d'affaires Télécom Grand Comptes - AE,HORS_ROME,,26-0624,2026-05-14,Office des postes et télécommunications,cadre d'exploitation,contrôleur,,,,,IMMEDIATEMENT,Office des postes et télécommunications,OPT,,,2026-05-13 12:56:31+11:00,2026-06-04,,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/dc896c21b51524be10656637f0b0d108/download/,Nouméa,DT,Direction des Télécommunications,,,True
63724,0,Chargé(e) de la comitologie et des relations transverses - Service pilotage et performance,HORS_ROME,,26-0680,2026-05-07,Office des postes et télécommunications,cadre d'exploitation,contrôleur,,,,,SUSCEPTIBLE_VACANT,Office des postes et télécommunications,OPT,,,2026-05-05 09:47:20+11:00,2026-05-28,,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/f2ee86096f24dd570796ab925d5b3932/download/,Nouméa,DPSP,Direction de la Poste et des Services de Proximité,,,False
63837,0,Chef de section SAV - CPMC,HORS_ROME,,26-0717,2026-05-07,Office des postes et télécommunications,cadre technique,,,,,,SUSCEPTIBLE_VACANT,Office des postes et télécommunications,OPT,,,2026-05-07 07:37:19+11:00,2026-05-28,,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/4fac4d8ae02775a03fe834fa53c63be4/download/,Nouméa,DT,Direction des Télécommunications,CPMC,Centre de Production et de Maintenance Clients,False
63717,0,Chargé(e) de partenariats - service Expérience client,HORS_ROME,,26-0673,2026-05-07,Office des postes et télécommunications,cadre d'exploitation,,,,,,IMMEDIATEMENT,Office des postes et télécommunications,OPT,,,2026-05-05 09:35:54+11:00,2026-05-28,,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/2726adfeb7e9c3259fe2523b269f192e/download/,Nouméa,DPSP,Direction de la Poste et des Services de Proximité,,,True
63736,0,Assistant(e) commercial(e) - section expérience commerciale,HORS_ROME,,26-0692,2026-05-07,Office des postes et télécommunications,contrôleur,,,,,,SUSCEPTIBLE_VACANT,Office des postes et télécommunications,OPT,,,2026-05-05 10:12:07+11:00,2026-05-28,,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/9823d4ecc9f978c0f17ca7444f040689/download/,Nouméa,DPSP,Direction de la Poste et des Services de Proximité,,,False
63730,0,Chargé(e) de relation client et vente - section relation clientèle,HORS_ROME,,26-0686,2026-05-07,Office des postes et télécommunications,agent d'exploitation,,,,,,SUSCEPTIBLE_VACANT,Office des postes et télécommunications,OPT,,,2026-05-05 10:02:37+11:00,2026-05-28,,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/a563169faf59c5df48fdf8059ab0c0ff/download/,Nouméa,DPSP,Direction de la Poste et des Services de Proximité,,,False
63976,0,Conseiller financier multi canal - Service relations clients,HORS_ROME,,26-0751,2026-05-14,Office des postes et télécommunications,contrôleur,,,,,,AUTRE,Office des postes et télécommunications,OPT,,,2026-05-13 14:44:02+11:00,2026-06-04,,,,,,,,,,,,,,,,,,,,,PUBLIE,5,vacant,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/d9ea9d774ef01ef402ddd5eed06b34f5/download/,KONE – KOUMAC avec itinérances,DSB,Direction des Services Bancaires,,,False
63803,0,Chef(fe) de centre - Agence Entreprises,HORS_ROME,,26-0712,2026-05-07,Office des postes et télécommunications,cadre technique,,,,,,IMMEDIATEMENT,Office des postes et télécommunications,OPT,,,2026-05-06 14:44:36+11:00,2026-05-28,,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/c3432e374d09377b3c2b9ec9fb2e004a/download/,Nouméa,DT,Direction des Télécommunications,,,True
63725,0,Chef(fe) de section appui stratégique - service pilotage et performance,HORS_ROME,,26-0681,2026-05-07,Office des postes et télécommunications,cadre d'exploitation,,,,,,SUSCEPTIBLE_VACANT,Office des postes et télécommunications,OPT,,,2026-05-05 09:49:00+11:00,2026-05-28,,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/fbe87dd1f912b7f4848ccdf93eaa943e/download/,Nouméa,DPSP,Direction de la Poste et des Services de Proximité,,,False
63971,0,Psychologue - service développement des compétences,HORS_ROME,,26-0746,2026-05-14,Office des postes et télécommunications,psychologue,,médico-sociale et travail,,,2026-10-19 00:00:00+11:00,A_DATE,Office des postes et télécommunications,OPT,,,2026-05-13 14:33:43+11:00,2026-06-04,,,,,,,,,,,,,,,,,,,,,PUBLIE,4,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/78929e47a20fc7188db1bfd08fa8dcd9/download/,DRH \_ Immeuble Georges Kling - DUCOS-,,,,,False
63735,0,Chargé(e) de l'animation commerciale - section expérience commerciale,HORS_ROME,,26-0691,2026-05-07,Office des postes et télécommunications,cadre d'exploitation,,,,,,SUSCEPTIBLE_VACANT,Office des postes et télécommunications,OPT,,,2026-05-05 10:10:32+11:00,2026-05-28,,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/3eb212cf7e1ca947d2656bdb7bb29b2c/download/,Nouméa,DPSP,Direction de la Poste et des Services de Proximité,,,False
63729,0,Che(fe) de service pilotage et performance - service pilotage et performance,HORS_ROME,,26-0685,2026-05-07,Office des postes et télécommunications,cadre d'exploitation,,,,,,SUSCEPTIBLE_VACANT,Office des postes et télécommunications,OPT,,,2026-05-05 09:57:26+11:00,2026-05-28,,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/cf4866af38a7fb470d87d1cea71286a0/download/,Nouméa,DPSP,Direction de la Poste et des Services de Proximité,,,False
63728,0,Chef(fe) de projet - Service Pilotage et Performance,HORS_ROME,,26-0684,2026-05-07,Office des postes et télécommunications,cadre d'exploitation,,,,,,SUSCEPTIBLE_VACANT,Office des postes et télécommunications,OPT,,,2026-05-05 09:54:27+11:00,2026-05-28,,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/050299f7287ff459b4b93265507000a9/download/,Nouméa,DPSP,Direction de la Poste et des Services de Proximité,,,False
63766,0,Responsable  Cybersécurité et Résilience Réseau,HORS_ROME,,26-0705,2026-05-07,Office des postes et télécommunications,cadre technique,,,,,,IMMEDIATEMENT,Office des postes et télécommunications,OPT,,,2026-05-06 11:15:23+11:00,2026-05-28,,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/2a6abf2880b0a5ed17a785a419098c96/download/,Nouméa,DT,Direction des Télécommunications,,,True
63726,0,Référent(e) Ressources Humaines - Section appui stratégique,HORS_ROME,,26-0682,2026-05-07,Office des postes et télécommunications,cadre d'exploitation,contrôleur,,,,,SUSCEPTIBLE_VACANT,Office des postes et télécommunications,OPT,,,2026-05-05 09:50:40+11:00,2026-05-28,,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/09fb9f450860caae2bd0cb292c4069e4/download/,Nouméa,DPSP,Direction de la Poste et des Services de Proximité,,,False
63929,0,Assistant commercial Grands Comptes - Agence entreprises,HORS_ROME,,26-0716,2026-05-14,Office des postes et télécommunications,contrôleur,agent d'exploitation,,,,,SUSCEPTIBLE_VACANT,Office des postes et télécommunications,OPT,,,2026-05-13 13:00:48+11:00,2026-06-04,,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/aff36b8c73bd42aa355b59c4d3d20677/download/,Nouméa,DT,Direction des Télécommunications,,,False
63835,0,Assistant commercial Grands Comptes - Agence entreprises,HORS_ROME,,26-0714,2026-05-07,Office des postes et télécommunications,contrôleur,agent d'exploitation,,,,,SUSCEPTIBLE_VACANT,Office des postes et télécommunications,OPT,,,2026-05-07 07:33:50+11:00,2026-05-28,,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/81006fa6d1dba9f4df7c3af15dc01057/download/,Nouméa,DT,Direction des Télécommunications,,,False
63978,0,Préposé à la distribution à domicile - CDC N,HORS_ROME,,26-0753,2026-05-14,Office des postes et télécommunications,préposé à la distribution postale,,,,,2026-06-17 00:00:00+11:00,A_DATE,Office des postes et télécommunications,OPT,,,2026-05-13 14:48:50+11:00,2026-06-04,,,,,,,,,,,,,,,,,,,,,PUBLIE,4,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/89baef96efe33bb0fa0fea200905f276/download/,Nouméa,DPO,Direction du Postal,,,False
63977,0,Chargé de contact clientèle en soutien - zone Nouméa Agglomération,HORS_ROME,,26-0752,2026-05-14,Office des postes et télécommunications,agent d'exploitation,,,,,,SUSCEPTIBLE_VACANT,Office des postes et télécommunications,OPT,,,2026-05-13 14:46:58+11:00,2026-06-04,,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/34b340045432282272be314d4ac20c12/download/,Nouméa,,,,,False
63720,0,Chargé(e) de portefeuille de projets- Direction,HORS_ROME,,26-0676,2026-05-07,Office des postes et télécommunications,cadre d'exploitation,,,,,,IMMEDIATEMENT,Office des postes et télécommunications,OPT,,,2026-05-05 09:40:22+11:00,2026-05-28,,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/e864a210c69917ea7f294e1ca5569b58/download/,Nouméa,DPSP,Direction de la Poste et des Services de Proximité,,,True
63733,0,Chargé(e) de l'innovation digitale et data - service support métiers,HORS_ROME,,26-0689,2026-05-07,Office des postes et télécommunications,cadre d'exploitation,,,,,,SUSCEPTIBLE_VACANT,Office des postes et télécommunications,OPT,,,2026-05-05 10:07:15+11:00,2026-05-28,,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/7ecf1941502ac2eb55beb522708b9f33/download/,Nouméa,DPSP,Direction de la Poste et des Services de Proximité,,,False
63979,0,Chef d'agence de Koné - Pouembout,HORS_ROME,,26-0754,2026-05-14,Office des postes et télécommunications,contrôleur,,,,,2026-10-01 00:00:00+11:00,A_DATE,Office des postes et télécommunications,OPT,,,2026-05-13 14:50:28+11:00,2026-06-04,,,,,,,,,,,,,,,,,,,,,PUBLIE,4,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/a64d729a674203b1f90f900d799ec90b/download/,Agence OPT KONE et son annexe,DDI,Direction de la Distribution,,,False
63804,0,Technicien Section Energie - CERT,HORS_ROME,,26-0713,2026-05-07,Office des postes et télécommunications,technicien,,,,,,IMMEDIATEMENT,Office des postes et télécommunications,OPT,,,2026-05-06 14:46:06+11:00,2026-05-28,,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/2e3d1325aa2af87327dd876f0a22d6c6/download/,Nouméa,DT,Direction des Télécommunications,CERT,Centre d'Expertise Réseau et Télécommunications,True
63972,0,Secrétaire - Agences entreprises,HORS_ROME,,26-0747,2026-05-14,Office des postes et télécommunications,contrôleur,,,,,,IMMEDIATEMENT,Office des postes et télécommunications,OPT,,,2026-05-13 14:36:25+11:00,2026-06-04,,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/2a935e75c29b9755e384c006643b7793/download/,Agence Entreprise - 9 rue Galliéni,DT,Direction des Télécommunications,,,True
63732,0,Chef(fe) de section Applications et pratiques métiers - service support métiers,HORS_ROME,,26-0688,2026-05-07,Office des postes et télécommunications,cadre d'exploitation,,,,,,SUSCEPTIBLE_VACANT,Office des postes et télécommunications,OPT,,,2026-05-05 10:05:43+11:00,2026-05-28,,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/17abc4467919a0b7961a06beaf9a9620/download/,Nouméa,DPSP,Direction de la Poste et des Services de Proximité,,,False
63727,0,Chef(fe) de section appui métiers - Service support métiers,HORS_ROME,,26-0683,2026-05-07,Office des postes et télécommunications,cadre d'exploitation,,,,,,SUSCEPTIBLE_VACANT,Office des postes et télécommunications,OPT,,,2026-05-05 09:52:40+11:00,2026-05-28,,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/ba04d006d18c243971867db4d7ce2902/download/,Nouméa,DPSP,Direction de la Poste et des Services de Proximité,,,False
